slug,winner,up_shares,up_spend,down_shares,down_spend,combined_spend,payout_if_up,payout_if_down,gross_pnl,roi,gross_pnl_if_up,gross_pnl_if_down,combined_cost_ratio,price_sum,share_skew,notional_skew,payout_skew,winner_overweight,first_buy_s,last_buy_s
btc-updown-5m-1776357000,Down,345.12756,147.4367682654,642.82254,411.44780177108333,558.8845700364833,345.12756,642.82254,83.93796996351671,0.15018838318981922,-213.75701003648328,83.93796996351671,0.8694227959655604,0.0,0.5368939925473055,0.3583365074032628,-297.69498,True,84,206
btc-updown-5m-1776356700,Down,931.20534,545.5990211929833,929.93198,528.9342365142166,1074.5332577072,931.20534,929.93198,-144.60127770719998,-0.1345712444636148,-143.32791770719996,-144.60127770719998,1.1539165547603067,1.0118208333333332,1.0013693044517085,1.0315063452662678,1.2733600000000251,False,20,290
btc-updown-5m-1776356400,Down,349.8878,213.3939096793667,175.63308,116.78043652539999,330.17434620476666,349.8878,175.63308,-154.54126620476666,-0.46805958119145835,19.713453795233363,-154.54126620476666,0.943657784594852,0.0,1.9921520478943944,1.8273087173548377,174.25472000000002,False,20,140
btc-updown-5m-1776356100,Up,354.06277,273.32263484875,172.39679999999998,71.25936,344.58199484875,354.06277,172.39679999999998,9.480775151249986,0.0275138437091336,9.480775151249986,-172.18519484875003,0.9732228973092822,0.0,2.053766485224784,3.8356032786254324,181.66597000000002,True,16,134
btc-updown-5m-1776355800,Down,290.74822,166.29857200251666,231.24418,114.07440852723335,280.37298052975,290.74822,231.24418,-49.12880052975001,-0.17522658723006662,10.375239470249994,-49.12880052975001,0.9643153809497097,1.1121433333333335,1.2573212437173553,1.4578078830258907,59.50404,False,16,248
btc-updown-5m-1776355500,Down,1625.11106,890.3243425623334,1337.93979,772.03114846995,1662.3554910322835,1625.11106,1337.93979,-324.41570103228355,-0.19515422710868485,-37.2444310322835,-324.41570103228355,1.0229180835384157,1.1775000000000002,1.2146369157613588,1.1532233438078539,287.17127000000005,False,24,300
btc-updown-5m-1776355200,Up,413.07013,318.6659170879167,632.4384,265.624128,584.2900450879167,413.07013,632.4384,-171.21991508791672,-0.29303924742060883,-171.21991508791672,48.14835491208328,0.9238687041898732,0.0,0.6531389143986197,1.1996873909282695,-219.36827,False,38,250
btc-updown-5m-1776354900,Up,294.97429,226.59986981786665,229.8048,94.22515200000001,320.8250218178666,294.97429,229.8048,-25.85073181786663,-0.08057579696056928,-25.85073181786663,-91.02022181786663,1.0876372371906264,1.27,1.2835862871445678,2.404876670486736,65.16949,True,8,144
btc-updown-5m-1776353700,Up,58.2216,34.253708,0,0,34.253708,58.2216,0,23.967892,0.6997167138810197,23.967892,-34.253708,0.5883333333333334,0.0,0.0,0.0,58.2216,True,8,8
btc-updown-5m-1776353400,Up,1523.36653,1028.0012147105167,1915.01435,1042.1692924474835,2070.170507158,1523.36653,1915.01435,-546.803977158,-0.2641347537641578,-546.803977158,-155.15615715800004,1.0810208848607323,1.1395833333333334,0.7954856996241307,0.9864052051431167,-391.6478199999999,False,16,304
